Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,Lng,Y/Tgt,R/G,Y/G,Fmb
441,Jay Prosch\ProsJa00,HOU,22,fb,16,5,4,1,25.0%,24,24.0,0,24,6.0,0.1,1.5,0
442,Aldrick Robinson\RobiAl00,2TM,26,,7,0,,1,0.0%,6,6.0,0,6,,0.1,0.9,0
443,Courtney Roby\RobyCo00,ATL,31,,4,0,2,1,50.0%,11,11.0,0,11,5.5,0.3,2.8,0
444,Jalen Saunders\SaunJa00,4TM,22,,15,0,1,1,100.0%,7,7.0,0,7,7.0,0.1,0.5,2
445,Brian Schwenke\SchwBr00,TEN,23,C,11,11,1,1,100.0%,6,6.0,0,6,6.0,0.1,0.5,1
446,Brad Smith\SmitBr01,PHI,31,,13,0,3,1,33.3%,11,11.0,0,11,3.7,0.1,0.8,0
447,Micheal Spurlock\SpurMi00,CHI,31,,1,0,3,1,33.3%,8,8.0,0,8,2.7,1.0,8.0,0
448,Ryan Tannehill\TannRy00,MIA,26,QB,16,16,1,1,100.0%,-4,-4.0,0,0,-4.0,0.1,-0.3,10
449,Will Tukuafu\TukuWi00,SEA,30,fb,9,2,2,1,50.0%,4,4.0,0,4,2.0,0.1,0.4,0
450,Joe Webb\WebbJo00,CAR,28,,7,0,3,1,33.3%,16,16.0,0,16,5.3,0.1,2.3,0
451,Damian Williams\WillDa04,2TM,26,,3,0,1,1,100.0%,14,14.0,0,14,14.0,0.3,4.7,0
452,Russell Wilson\WilsRu00,SEA,26,QB,16,16,1,1,100.0%,17,17.0,0,17,17.0,0.1,1.1,13
